,game_name,platform,year_of_release,genre,na_sales,eu_sales,ru_sales,other_sales,critic_score,user_score,rating_type,total_sales,descryption
8095,the hustle: detroit streets,ps2,2006,sports,0.02,0.02,0.0,0.01,46.0,-1.0,t,0.05,подросткам 13—19 лет
8096,guilty gear xx accent core,ps2,2007,fighting,0.0,0.0,0.04,0.0,77.0,8.3,t,0.04,подросткам 13—19 лет
8097,grey's anatomy: the video game,ds,2009,adventure,0.03,0.01,0.0,0.0,-1.0,7.5,t,0.04,подросткам 13—19 лет
8098,operation flashpoint: elite,xb,2005,shooter,0.03,0.01,0.0,0.0,64.0,8.3,t,0.04,подросткам 13—19 лет
8099,tropico 3,pc,2009,strategy,0.0,0.04,0.0,0.01,79.0,8.1,t,0.05,подросткам 13—19 лет
8100,boktai 2: solar boy django,gba,2004,role-playing,0.03,0.01,0.0,0.0,78.0,8.5,t,0.04,подросткам 13—19 лет
8101,dark arena,gba,2002,shooter,0.03,0.01,0.0,0.0,65.0,-1.0,t,0.04,подросткам 13—19 лет
8102,heatseeker,psp,2007,action,0.04,0.0,0.0,0.0,49.0,-1.0,t,0.04,подросткам 13—19 лет
8103,toca race driver 2,xb,2004,racing,0.03,0.01,0.0,0.0,-1.0,8.3,t,0.04,подросткам 13—19 лет
8104,battlezone,ps4,2016,action,0.02,0.02,0.0,0.01,66.0,7.0,t,0.05,подросткам 13—19 лет
8105,teenage mutant ninja turtles: mutants in manhattan,xone,2016,action,0.03,0.01,0.0,0.0,55.0,6.0,t,0.04,подросткам 13—19 лет
8106,runaway: a twist of fate,pc,2009,adventure,0.0,0.04,0.0,0.01,79.0,8.2,t,0.05,подросткам 13—19 лет
8107,flatout 2,xb,2006,racing,0.03,0.01,0.0,0.0,73.0,7.3,t,0.04,подросткам 13—19 лет
8108,rogue trooper,ps2,2006,shooter,0.02,0.02,0.0,0.01,71.0,8.2,t,0.05,подросткам 13—19 лет
8109,tom clancy's hawx,pc,2009,action,0.0,0.03,0.0,0.01,70.0,7.3,t,0.04,подросткам 13—19 лет
8110,king arthur,gc,2004,action,0.03,0.01,0.0,0.0,60.0,-1.0,t,0.04,подросткам 13—19 лет
8111,castle of shikigami iii,wii,2007,shooter,0.04,0.0,0.0,0.0,67.0,7.6,t,0.04,подросткам 13—19 лет
8112,nobunaga's ambition: sphere of influence,ps4,2014,strategy,0.03,0.0,0.0,0.01,80.0,8.1,t,0.04,подросткам 13—19 лет
8113,battle vs. chess,ps3,2077,misc,0.0,0.03,0.0,0.01,-1.0,-1.0,t,0.04,подросткам 13—19 лет
8114,wartech: senko no ronde,x360,2006,fighting,0.04,0.0,0.0,0.0,60.0,6.1,t,0.04,подросткам 13—19 лет
8115,teenage mutant ninja turtles: mutants in manhattan,x360,2016,action,0.01,0.03,0.0,0.0,-1.0,4.3,t,0.04,подросткам 13—19 лет
8116,il-2 sturmovik: 1946,pc,2006,simulation,0.0,0.04,0.0,0.01,86.0,8.8,t,0.05,подросткам 13—19 лет
8117,praetorians,pc,2003,strategy,0.0,0.04,0.0,0.0,78.0,8.2,t,0.04,подросткам 13—19 лет
8118,sx superstar,xb,2003,racing,0.03,0.01,0.0,0.0,53.0,-1.0,t,0.04,подросткам 13—19 лет
8119,guild wars trilogy,pc,2005,role-playing,0.0,0.03,0.0,0.01,-1.0,8.8,t,0.04,подросткам 13—19 лет
8120,saint seiya: soldiers' soul,ps3,2015,fighting,0.0,0.0,0.04,0.0,-1.0,6.3,t,0.04,подросткам 13—19 лет
8121,brothers: a tale of two sons,xone,2015,adventure,0.03,0.01,0.0,0.0,81.0,8.9,t,0.04,подросткам 13—19 лет
8122,attack of the movies 3d,x360,2010,shooter,0.04,0.0,0.0,0.0,38.0,1.7,t,0.04,подросткам 13—19 лет
8123,get up and dance,ps3,2011,misc,0.03,0.0,0.0,0.0,-1.0,-1.0,t,0.03,подросткам 13—19 лет
8124,secret files: tunguska,pc,2006,adventure,0.0,0.04,0.0,0.0,66.0,7.4,t,0.04,подросткам 13—19 лет
8125,emergency room: real life rescues,ds,2009,simulation,0.04,0.0,0.0,0.0,-1.0,-1.0,t,0.04,подросткам 13—19 лет
8126,nitroplus blasterz: heroines infinite duel,ps4,2015,fighting,0.01,0.0,0.02,0.0,70.0,6.9,t,0.03,подросткам 13—19 лет
8127,bloody roar extreme,xb,2003,fighting,0.03,0.01,0.0,0.0,61.0,8.6,t,0.04,подросткам 13—19 лет
8128,digimon rumble arena 2,gc,2004,fighting,0.03,0.01,0.0,0.0,71.0,8.1,t,0.04,подросткам 13—19 лет
8129,ncis,pc,2011,adventure,0.01,0.02,0.0,0.01,-1.0,-1.0,t,0.04,подросткам 13—19 лет
8130,hellboy: the science of evil,psp,2008,action,0.04,0.0,0.0,0.0,42.0,7.1,t,0.04,подросткам 13—19 лет
8131,the sims deluxe,pc,2002,simulation,0.01,0.02,0.0,0.01,92.0,8.2,t,0.04,подросткам 13—19 лет
8132,the sims 2: pets,pc,2006,simulation,0.01,0.02,0.0,0.01,76.0,7.7,t,0.04,подросткам 13—19 лет
8133,blood bowl,pc,2009,sports,0.02,0.02,0.0,0.0,72.0,6.5,t,0.04,подросткам 13—19 лет
8134,port royale 2,pc,2004,strategy,0.0,0.03,0.0,0.01,75.0,7.7,t,0.04,подросткам 13—19 лет
8135,guilty gear xx accent core,wii,2007,fighting,0.03,0.0,0.0,0.0,75.0,8.4,t,0.03,подросткам 13—19 лет
8136,warjetz,ps2,2001,shooter,0.02,0.02,0.0,0.01,59.0,5.5,t,0.05,подросткам 13—19 лет
8137,catwoman,gba,2004,action,0.03,0.01,0.0,0.0,61.0,-1.0,t,0.04,подросткам 13—19 лет
8138,capcom fighting evolution,xb,2005,fighting,0.03,0.01,0.0,0.0,61.0,-1.0,t,0.04,подросткам 13—19 лет
8139,world poker tour,psp,2006,misc,0.04,0.0,0.0,0.0,68.0,-1.0,t,0.04,подросткам 13—19 лет
8140,mazes of fate ds,ds,2008,role-playing,0.04,0.0,0.0,0.0,-1.0,-1.0,t,0.04,подросткам 13—19 лет
8141,heroes of might and magic v,pc,2006,strategy,0.0,0.03,0.0,0.01,77.0,7.9,t,0.04,подросткам 13—19 лет
8142,aeon flux,ps2,2005,action,0.02,0.02,0.0,0.01,66.0,5.8,t,0.05,подросткам 13—19 лет
8143,age of mythology: the titans,pc,2003,strategy,0.02,0.02,0.0,0.0,84.0,8.7,t,0.04,подросткам 13—19 лет
8144,psycho-pass: mandatory happiness,ps4,2016,adventure,0.03,0.0,0.0,0.01,72.0,8.3,t,0.04,подросткам 13—19 лет
8145,shattered union,xb,2005,strategy,0.03,0.01,0.0,0.0,66.0,6.9,t,0.04,подросткам 13—19 лет
8146,mat hoffman's pro bmx 2,gc,2002,sports,0.03,0.01,0.0,0.0,70.0,-1.0,t,0.04,подросткам 13—19 лет
8147,unchained blades ,3ds,2011,role-playing,0.0,0.0,0.04,0.0,65.0,7.8,t,0.04,подросткам 13—19 лет
8148,terraria,xone,2014,action,0.0,0.04,0.0,0.0,84.0,7.7,t,0.04,подросткам 13—19 лет
8149,worms 4: mayhem,xb,2005,strategy,0.03,0.01,0.0,0.0,69.0,9.2,t,0.04,подросткам 13—19 лет
8150,rise of nations,pc,2003,strategy,0.01,0.02,0.0,0.01,89.0,9.0,t,0.04,подросткам 13—19 лет
8151,men of war: vietnam,pc,2011,strategy,0.0,0.03,0.0,0.01,68.0,4.9,t,0.04,подросткам 13—19 лет
8152,imperial glory,pc,2005,strategy,0.0,0.04,0.0,0.0,69.0,8.4,t,0.04,подросткам 13—19 лет
8153,samurai warriors 2: empires,x360,2007,action,0.03,0.0,0.01,0.0,53.0,8.5,t,0.04,подросткам 13—19 лет
8154,metal slug xx,psp,2009,shooter,0.03,0.0,0.0,0.0,67.0,6.1,t,0.03,подросткам 13—19 лет
8155,mission: impossible - operation surma,gba,2003,platform,0.03,0.01,0.0,0.0,42.0,-1.0,t,0.04,подросткам 13—19 лет
8156,the da vinci code,xb,2006,action,0.03,0.01,0.0,0.0,52.0,2.8,t,0.04,подросткам 13—19 лет
8157,shadow of the colossus,ps3,2011,action,0.0,0.0,0.04,0.0,-1.0,8.4,t,0.04,подросткам 13—19 лет
8158,phantom breaker,x360,2011,fighting,0.02,0.0,0.02,0.0,-1.0,-1.0,t,0.04,подросткам 13—19 лет
8159,blazblue: chrono phantasma extend,ps3,2015,action,0.0,0.0,0.04,0.0,-1.0,8.3,t,0.04,подросткам 13—19 лет
8160,swat: target liberty,psp,2007,shooter,0.03,0.0,0.0,0.0,50.0,7.7,t,0.03,подросткам 13—19 лет
8161,bomberman: act zero,x360,2006,puzzle,0.04,0.0,0.0,0.0,34.0,2.2,t,0.04,подросткам 13—19 лет
8162,empire earth iii,pc,2007,strategy,0.0,0.03,0.0,0.01,50.0,2.8,t,0.04,подросткам 13—19 лет
8163,the sims 4: spa day,pc,2015,simulation,0.0,0.04,0.0,0.0,-1.0,7.6,t,0.04,подросткам 13—19 лет
8164,free running,wii,2009,sports,0.02,0.02,0.0,0.0,-1.0,-1.0,t,0.04,подросткам 13—19 лет
8165,jasf: jane's advanced strike fighters,pc,2011,simulation,0.02,0.01,0.0,0.0,48.0,3.1,t,0.03,подросткам 13—19 лет
8166,popstar guitar,ps2,2008,misc,0.02,0.01,0.0,0.0,-1.0,-1.0,t,0.03,подросткам 13—19 лет
8167,brothers in arms ds,ds,2007,shooter,0.03,0.0,0.0,0.0,72.0,8.0,t,0.03,подросткам 13—19 лет
8168,stolen,ps2,2005,action,0.02,0.01,0.0,0.0,51.0,7.4,t,0.03,подросткам 13—19 лет
8169,stoked: big air edition,x360,2009,sports,0.02,0.02,0.0,0.0,72.0,7.7,t,0.04,подросткам 13—19 лет
8170,pro race driver,xb,2003,racing,0.03,0.01,0.0,0.0,80.0,7.5,t,0.04,подросткам 13—19 лет
8171,the movies,pc,2005,simulation,0.01,0.03,0.0,0.01,84.0,8.3,t,0.05,подросткам 13—19 лет
8172,lost planet 3,pc,2013,shooter,0.0,0.04,0.0,0.0,61.0,6.2,t,0.04,подросткам 13—19 лет
8173,super army war,gba,2005,action,0.03,0.01,0.0,0.0,58.0,-1.0,t,0.04,подросткам 13—19 лет
8174,echo night beyond,ps2,2004,adventure,0.02,0.01,0.0,0.0,60.0,8.8,t,0.03,подросткам 13—19 лет
8175,evolution skateboarding,gc,2002,sports,0.03,0.01,0.0,0.0,44.0,-1.0,t,0.04,подросткам 13—19 лет
8176,exist archive: the other side of the sky,ps4,2015,role-playing,0.01,0.0,0.03,0.0,69.0,7.9,t,0.04,подросткам 13—19 лет
8177,little red riding hood's zombie bbq,ds,2008,shooter,0.03,0.0,0.0,0.0,68.0,7.3,t,0.03,подросткам 13—19 лет
8178,assassin's creed chronicles: china,ps4,2015,action,0.0,0.03,0.0,0.01,69.0,6.4,t,0.04,подросткам 13—19 лет
8179,ray gigant,psv,2015,role-playing,0.0,0.0,0.04,0.0,72.0,8.1,t,0.04,подросткам 13—19 лет
8180,the sum of all fears,gba,2002,shooter,0.03,0.01,0.0,0.0,69.0,-1.0,t,0.04,подросткам 13—19 лет
8181,minority report: everybody runs,gba,2002,action,0.03,0.01,0.0,0.0,54.0,-1.0,t,0.04,подросткам 13—19 лет
8182,chaos wars,ps2,2006,strategy,0.0,0.0,0.04,0.0,64.0,6.9,t,0.04,подросткам 13—19 лет
8183,steambot chronicles,ps2,2005,role-playing,0.02,0.01,0.0,0.0,74.0,8.2,t,0.03,подросткам 13—19 лет
8184,legasista,ps3,2012,role-playing,0.0,0.0,0.04,0.0,68.0,6.3,t,0.04,подросткам 13—19 лет
8185,fatal fury: battle archives volume 1,ps2,2006,fighting,0.02,0.01,0.0,0.0,68.0,8.3,t,0.03,подросткам 13—19 лет
8186,smashing drive,xb,2002,racing,0.03,0.01,0.0,0.0,42.0,-1.0,t,0.04,подросткам 13—19 лет
8187,flow: urban dance uprising,ps2,2005,misc,0.02,0.01,0.0,0.0,65.0,-1.0,t,0.03,подросткам 13—19 лет
8188,stranger of sword city,psv,2015,role-playing,0.02,0.0,0.0,0.01,71.0,8.0,t,0.03,подросткам 13—19 лет
8189,world in conflict: complete edition,pc,2009,strategy,0.0,0.03,0.0,0.01,-1.0,-1.0,t,0.04,подросткам 13—19 лет
8190,secret files 2: puritas cordis,pc,2009,adventure,0.0,0.03,0.0,0.0,64.0,7.1,t,0.03,подросткам 13—19 лет
8191,monster kingdom: jewel summoner,psp,2006,role-playing,0.0,0.0,0.04,0.0,66.0,6.8,t,0.04,подросткам 13—19 лет
8192,sins of a solar empire: trinity,pc,2010,strategy,0.0,0.03,0.0,0.01,-1.0,7.9,t,0.04,подросткам 13—19 лет
8193,world in conflict,pc,2007,strategy,0.0,0.03,0.0,0.01,89.0,8.1,t,0.04,подросткам 13—19 лет
8194,tomb raider: anniversary,pc,2007,action,0.0,0.03,0.0,0.01,83.0,8.1,t,0.04,подросткам 13—19 лет
8195,marines: modern urban combat,wii,2010,shooter,0.03,0.0,0.0,0.0,-1.0,-1.0,t,0.03,подросткам 13—19 лет
8196,infamous: first light,ps4,2014,action,0.0,0.03,0.0,0.0,73.0,7.5,t,0.03,подросткам 13—19 лет
8197,bounty hounds,psp,2006,action,0.03,0.0,0.0,0.0,63.0,6.0,t,0.03,подросткам 13—19 лет
8198,silent scope,gba,2002,shooter,0.02,0.01,0.0,0.0,70.0,8.0,t,0.03,подросткам 13—19 лет
8199,deer drive: legends,3ds,2012,action,0.03,0.0,0.0,0.0,-1.0,-1.0,t,0.03,подросткам 13—19 лет
8200,darkstar one,pc,2006,simulation,0.0,0.03,0.0,0.01,71.0,7.2,t,0.04,подросткам 13—19 лет
8201,cabela's dangerous hunts 2,gc,2005,sports,0.03,0.01,0.0,0.0,-1.0,-1.0,t,0.04,подросткам 13—19 лет
8202,"crouching tiger, hidden dragon",gba,2003,action,0.02,0.01,0.0,0.0,60.0,-1.0,t,0.03,подросткам 13—19 лет
8203,section 8,pc,2009,shooter,0.02,0.01,0.0,0.0,72.0,7.0,t,0.03,подросткам 13—19 лет
8204,planescape: torment,pc,1998,role-playing,0.01,0.02,0.0,0.0,91.0,9.2,t,0.03,подросткам 13—19 лет
8205,star wars jedi knight: jedi academy,pc,2003,shooter,0.0,0.03,0.0,0.0,81.0,8.6,t,0.03,подросткам 13—19 лет
8206,battle engine aquila,ps2,2003,shooter,0.02,0.01,0.0,0.0,73.0,9.0,t,0.03,подросткам 13—19 лет
8207,crimson tears,ps2,2004,role-playing,0.02,0.01,0.0,0.0,62.0,7.8,t,0.03,подросткам 13—19 лет
8208,battle assault 3 featuring gundam seed,ps2,2004,action,0.02,0.01,0.0,0.0,48.0,8.7,t,0.03,подросткам 13—19 лет
8209,cabela's outdoor adventures,gc,2005,sports,0.03,0.01,0.0,0.0,-1.0,8.8,t,0.04,подросткам 13—19 лет
8210,swords,wii,2077,fighting,0.03,0.0,0.0,0.0,-1.0,-1.0,t,0.03,подросткам 13—19 лет
8211,the italian job,gc,2003,racing,0.03,0.01,0.0,0.0,56.0,-1.0,t,0.04,подросткам 13—19 лет
8212,jojo's bizarre adventure: eyes of heaven,ps4,2015,fighting,0.0,0.0,0.03,0.0,61.0,7.4,t,0.03,подросткам 13—19 лет
8213,rise of nations: rise of legends,pc,2006,strategy,0.0,0.03,0.0,0.01,84.0,8.5,t,0.04,подросткам 13—19 лет
8214,the sum of all fears,gc,2003,shooter,0.03,0.01,0.0,0.0,36.0,3.4,t,0.04,подросткам 13—19 лет
8215,sacra terra: angelic night,pc,2011,puzzle,0.01,0.02,0.0,0.01,-1.0,-1.0,t,0.04,подросткам 13—19 лет
8216,ct special forces,gba,2002,action,0.02,0.01,0.0,0.0,71.0,-1.0,t,0.03,подросткам 13—19 лет
8217,let's sing 2016,ps4,2015,action,0.03,0.0,0.0,0.01,-1.0,-1.0,t,0.04,подросткам 13—19 лет
8218,casino chaos with las vegas players collection,pc,2011,misc,0.03,0.0,0.0,0.0,-1.0,-1.0,t,0.03,подросткам 13—19 лет
8219,apache: air assault,pc,2010,simulation,0.0,0.03,0.0,0.0,64.0,7.5,t,0.03,подросткам 13—19 лет
8220,legend of the dragon,psp,2007,fighting,0.03,0.0,0.0,0.0,38.0,-1.0,t,0.03,подросткам 13—19 лет
8221,prince of persia: the forgotten sands,pc,2010,action,0.0,0.03,0.0,0.0,75.0,6.6,t,0.03,подросткам 13—19 лет
8222,the sims 2: glamour life stuff,pc,2006,simulation,0.0,0.03,0.0,0.01,-1.0,6.7,t,0.04,подросткам 13—19 лет
8223,gungriffon: allied strike,xb,2004,simulation,0.02,0.01,0.0,0.0,55.0,-1.0,t,0.03,подросткам 13—19 лет
8224,stacked with daniel negreanu,psp,2006,misc,0.03,0.0,0.0,0.0,63.0,-1.0,t,0.03,подросткам 13—19 лет
8225,midnight mysteries: the edgar allan poe conspiracy,pc,2009,adventure,0.0,0.03,0.0,0.01,-1.0,-1.0,t,0.04,подросткам 13—19 лет
8226,vegas casino,ds,2007,misc,0.03,0.0,0.0,0.0,-1.0,-1.0,t,0.03,подросткам 13—19 лет
8227,overlord ii,pc,2009,action,0.0,0.03,0.0,0.0,79.0,8.1,t,0.03,подросткам 13—19 лет
8228,river city super sports challenge,ds,2010,sports,0.01,0.0,0.02,0.0,-1.0,-1.0,t,0.03,подросткам 13—19 лет
8229,jikandia: the timeless land,psp,2010,role-playing,0.03,0.0,0.0,0.0,60.0,7.2,t,0.03,подросткам 13—19 лет
8230,rome: total war - gold edition,pc,2006,strategy,0.0,0.03,0.0,0.01,-1.0,8.6,t,0.04,подросткам 13—19 лет
8231,breath of fire iii,psp,2005,role-playing,0.0,0.02,0.0,0.01,-1.0,9.7,t,0.03,подросткам 13—19 лет
8232,atelier shallie plus: alchemists of the dusk sea,psv,2016,role-playing,0.0,0.0,0.03,0.0,-1.0,-1.0,t,0.03,подросткам 13—19 лет
8233,sorcery saga: the curse of the great curry god,psv,2013,role-playing,0.0,0.0,0.03,0.0,65.0,7.3,t,0.03,подросткам 13—19 лет
8234,cabela's big game hunter: pro hunts,ps3,2014,shooter,0.03,0.0,0.0,0.01,-1.0,5.9,t,0.04,подросткам 13—19 лет
8235,combat mission: shock force,pc,2007,strategy,0.0,0.03,0.0,0.0,62.0,3.3,t,0.03,подросткам 13—19 лет
8236,top gun: hard lock,ps3,2012,action,0.0,0.02,0.0,0.01,-1.0,7.8,t,0.03,подросткам 13—19 лет
8237,house m.d.,ds,2010,adventure,0.02,0.0,0.0,0.0,-1.0,-1.0,t,0.02,подросткам 13—19 лет
8238,stacked with daniel negreanu,xb,2006,misc,0.02,0.01,0.0,0.0,61.0,-1.0,t,0.03,подросткам 13—19 лет
8239,guitar hero: world tour,pc,2009,misc,0.0,0.03,0.0,0.01,-1.0,7.8,t,0.04,подросткам 13—19 лет
8240,dr. muto,gc,2002,platform,0.02,0.01,0.0,0.0,63.0,-1.0,t,0.03,подросткам 13—19 лет
8241,alter ego,pc,1985,simulation,0.0,0.03,0.0,0.01,59.0,5.8,t,0.04,подросткам 13—19 лет
8242,darkstalkers resurrection,ps3,2013,fighting,0.0,0.0,0.03,0.0,80.0,7.3,t,0.03,подросткам 13—19 лет
8243,transformers: devastation,pc,2015,action,0.0,0.03,0.0,0.0,74.0,7.6,t,0.03,подросткам 13—19 лет
8244,neverwinter nights,pc,2002,role-playing,0.0,0.03,0.0,0.0,91.0,8.2,t,0.03,подросткам 13—19 лет
8245,east india company collection,pc,2010,misc,0.0,0.03,0.0,0.0,-1.0,-1.0,t,0.03,подросткам 13—19 лет
8246,guilty gear xx accent core plus,wii,2009,fighting,0.01,0.02,0.0,0.0,76.0,7.3,t,0.03,подросткам 13—19 лет
8247,galleon: islands of mystery,xb,2004,action,0.02,0.01,0.0,0.0,67.0,7.0,t,0.03,подросткам 13—19 лет
8248,shaun white skateboarding,pc,2010,sports,0.0,0.03,0.0,0.01,-1.0,7.3,t,0.04,подросткам 13—19 лет
8249,guild wars,pc,2005,role-playing,0.03,0.0,0.0,0.0,89.0,8.4,t,0.03,подросткам 13—19 лет
8250,take on helicopters,pc,2011,simulation,0.0,0.02,0.0,0.01,70.0,6.7,t,0.03,подросткам 13—19 лет
8251,s.l.a.i.: steel lancer arena international,ps2,2005,simulation,0.01,0.01,0.0,0.0,66.0,7.8,t,0.02,подросткам 13—19 лет
8252,freaky flyers,xb,2003,racing,0.02,0.01,0.0,0.0,64.0,-1.0,t,0.03,подросткам 13—19 лет
8253,homeworld 2,pc,2003,strategy,0.0,0.03,0.0,0.0,83.0,8.3,t,0.03,подросткам 13—19 лет
8254,combat elite: wwii paratroopers,xb,2077,shooter,0.02,0.01,0.0,0.0,56.0,-1.0,t,0.03,подросткам 13—19 лет
8255,terraria,wiiu,2016,action,0.0,0.03,0.0,0.0,-1.0,6.9,t,0.03,подросткам 13—19 лет
8256,empire earth ii,pc,2005,strategy,0.0,0.03,0.0,0.0,79.0,7.1,t,0.03,подросткам 13—19 лет
8257,hot pixel,psp,2007,puzzle,0.03,0.0,0.0,0.0,55.0,6.5,t,0.03,подросткам 13—19 лет
8258,codename: panzers cold war,pc,2009,strategy,0.0,0.02,0.0,0.0,67.0,5.8,t,0.02,подросткам 13—19 лет
8259,star wars: the force unleashed ii,pc,2010,action,0.03,0.0,0.0,0.0,59.0,5.8,t,0.03,подросткам 13—19 лет
8260,robin hood: defender of the crown,xb,2003,strategy,0.02,0.01,0.0,0.0,57.0,-1.0,t,0.03,подросткам 13—19 лет
8261,armored core: last raven portable,psp,2010,simulation,0.0,0.0,0.03,0.0,-1.0,-1.0,t,0.03,подросткам 13—19 лет
8262,culdcept,ps2,2002,strategy,0.01,0.01,0.0,0.0,78.0,8.9,t,0.02,подросткам 13—19 лет
8263,bladestorm: nightmare,ps3,2015,action,0.0,0.0,0.03,0.0,-1.0,7.4,t,0.03,подросткам 13—19 лет
8264,sins of a solar empire,pc,2008,strategy,0.0,0.02,0.0,0.0,87.0,8.2,t,0.02,подросткам 13—19 лет
8265,007: quantum of solace,pc,2008,action,0.01,0.01,0.0,0.0,70.0,6.3,t,0.02,подросткам 13—19 лет
